address,description,phone,price,title
"Court Avenue, Harold Park, Romford, RM3","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£375,000 ","2 bedroom semi-detached bungalow for sale, - "
"Elm Grove, Wimbledon, SW19 4HY","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£350,000 ,Guide price","Land for sale, - "
"Wandsworth Road, Clapham, London, SW11","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£600,000 ,Offers in excess of","3 bedroom flat for sale, - "
"Croyland Road, Edmonton, N9","An exceptional newly-refurbished duplex maisonette apartment, presented in a meticulously stylish design throughout.  The property offers 1,000 sq. ft. of bright and spacious accommodation, comprising of a brand new dine-in kitchen, reception/ living room, two bedrooms, two bathrooms with a...",020 8022 7100,"£250,000 ,Offers in excess of","1 bedroom flat for sale, - "
"Battersea Power Station, Nine Elms, London SW8",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8033 9914,"£1,347,000 ","2 bedroom apartment for sale, - "
"Grove Road, Sutton","3 bedroom period flat with off street parking and private garden, TW1.  Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you.  These include video walkthroughs, 360 virtual...",020 8033 5519,"£900,000 ,Offers in region of","4 bedroom house for sale, - "
"Priory Road, Kew, Surrey, TW9","A brand new development by St George, in the heart of historic Kingston upon Thames. High specification 1, 2 and 3 bedroom apartments...",020 8115 0039,"£2,250,000 ","5 bedroom semi-detached house for sale, - "
"Trinity Gardens, SW9","COMING SOON

The Chapel sits serenely in the gardens of this entirely unique site, and every detail of its construction has been minutely considered.

A definitively ambitious restoration project approached in consultation with architectural historians, Hampstead...",020 8022 7021,"£475,000 ","2 bedroom flat for sale, - "
"Leighton House, John Islip Street, London, SW1P","A stylish, immaculately presented 4 bedroom mews house located in the prestigious Kingston Hill Place development. The bright spacious accomodation is arranged over four floors and offers excellent family living space. The property benefits from landscaped communal grounds and a leisure complex.",020 8115 1011,"£875,000 ,Guide price","3 bedroom flat for sale, - "
"Ifield Road, West Chelsea, London, UK, SW10","A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£1,325,000 ,Guide price","3 bedroom apartment for sale, - "
"Vantage Building, High Point Village, UB3","This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£250,000 ","Studio for sale, - "
"Delmore House, Brondesbury Park, Brondesbury, NW6","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£1,050,000 ","3 bedroom flat for sale, - "
"Northwood Road, Harefield, Middlesex",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£449,950 ","2 bedroom detached bungalow for sale, - "
"Bruce Castle Road, N17","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8115 1539,"£550,000 ","3 bedroom terraced house for sale, - "
"Pulse Apartments, Lymington Road, London, NW6",Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£1,275,000 ","3 bedroom flat for sale, - "
"Pembridge Villas, London, W2",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 3641 8183,"£975,000 ","2 bedroom flat for sale, - "
"Lydford Road, Seven Sisters, London, N15","Discover classical London living at Royal Warwick Square, with a prestigious collection of 1,2 & 3 bedroom apartments and penthouses...",020 3641 4833,"£550,000 ","2 bedroom terraced house for sale, - "
"Halcrow Street, London E1","Attractive 2 bedroom Victorian terraced house in need of some modernisation,  The property does have the benefit of gas central heating and double glazing. OFFERED FOR SALE IN A CHAIN FREE POSITION. EARLY VIEWING HIGHLY RECOMMENDED.",020 3544 8034,"£475,000 ,Offers in excess of","2 bedroom flat for sale, - "
"St. Elmo Road, Shepherds Bush","This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£560,000 ","2 bedroom flat for sale, - "
"Port East Apartments, 16 Hertsmere Road, Canary Wharf, London, E14","Elite Land is proud to present this amazing 2 bedroom Riverside Apartment with spectacular views. On the 15th floor of the highly sought after New Providence Wharf, the apartment comprises an open plan kitchen living area, two double bedrooms with built in wardrobes, a main bathroom and ensuite....",020 8022 7347,"£565,000 ","1 bedroom flat for sale, - "
"Mays Hill Road, Bromley, BR2",PROPERTY VIDEO AVAILABLEA rare opportunity to purchase a 0.295 of an acre freehold plot on the west side of one of London’s most prestigious residential addresses.Detailed planning consent has been obtained from Camden Council for both  a traditional mansion and a contemporary detached residence...,020 8115 0944,"£425,000 ","2 bedroom flat for sale, - "
"Riverway, Palmers Green, London N13","*NEW BUILD PROPERTY* Newly available to the market is this wonderful  bespoke executive semi-detached property. The house is arranged over three floors and offers a large reception room, guest W.C. (contd...)",01322 584819,"£700,000 ,Offers in excess of","3 bedroom terraced house for sale, - "
"Ramsey Court,, 205 Cortis Road,, London",VIRTUAL TOUR & PROPERTY VIDEO AVAILABLEAn extremely rare opportunity to purchase an exceptional residence which has been in the same family ownership for 56 years.The house is prominently situated on one of Hampstead's most sought after streets and benefits from an exceptional plot 0.77 of an...,020 8033 2639,"£465,000 ","3 bedroom apartment for sale, - "
"Carlyle Court, London, SW10","Introducing Oval Village, a brand new collection of studio, one, two and three-bedroom apartments ideally located...",020 3641 1268,"£900,000 ,Offers in excess of","2 bedroom apartment for sale, - "
"The Avenue, West Wickham",John Payne are delighted to welcome to the market this charming five bedroom semi-detached house.,01322 584768,"£675,000 ,Guide price","4 bedroom semi-detached house for sale, - "
"Magpie Close, London","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£260,000 ,Offers over","1 bedroom apartment for sale, - "
"Bunning Way, Islington, N7","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£349,995 ","1 bedroom flat for sale, - "
"Elm Grove, Wimbledon SW19 4HY","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£350,000 ,Guide price","Land for sale, - "
"Molesworth Street, London, SE13 7LW","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£455,000 ,Offers in excess of","2 bedroom flat for sale, - "
"Peach Road, Queens Park","An exceptional newly-refurbished duplex maisonette apartment, presented in a meticulously stylish design throughout.  The property offers 1,000 sq. ft. of bright and spacious accommodation, comprising of a brand new dine-in kitchen, reception/ living room, two bedrooms, two bathrooms with a...",020 8022 7100,"£945,000 ","2 bedroom house for sale, - "
